gini,2,2,Train,0.22,0.21,0.22,0.21,0.2,0.22,0.21,0.2,0.21,0.21
gini,2,2,Test,0.19,0.13,0.14,0.17,0.12,0.11,0.16,0.13,0.21,0.16
gini,2,4,Train,0.22,0.21,0.22,0.21,0.2,0.22,0.21,0.2,0.21,0.21
gini,2,4,Test,0.19,0.13,0.14,0.17,0.12,0.11,0.16,0.13,0.21,0.16
gini,2,8,Train,0.22,0.21,0.22,0.21,0.2,0.22,0.21,0.2,0.21,0.21
gini,2,8,Test,0.19,0.13,0.14,0.17,0.12,0.11,0.16,0.13,0.21,0.16
gini,2,16,Train,0.22,0.21,0.22,0.21,0.2,0.22,0.21,0.2,0.21,0.21
gini,2,16,Test,0.19,0.13,0.14,0.17,0.12,0.11,0.16,0.13,0.21,0.16
gini,2,32,Train,0.22,0.21,0.22,0.21,0.2,0.22,0.21,0.2,0.21,0.21
gini,2,32,Test,0.19,0.13,0.14,0.17,0.12,0.11,0.16,0.13,0.21,0.16
gini,4,2,Train,0.29,0.29,0.29,0.32,0.27,0.3,0.31,0.28,0.29,0.3
gini,4,2,Test,0.21,0.15,0.13,0.18,0.13,0.18,0.15,0.18,0.15,0.15
gini,4,4,Train,0.29,0.29,0.29,0.32,0.27,0.3,0.31,0.28,0.29,0.3
gini,4,4,Test,0.2,0.15,0.13,0.17,0.13,0.18,0.15,0.18,0.15,0.14
gini,4,8,Train,0.29,0.29,0.29,0.31,0.27,0.3,0.31,0.28,0.29,0.3
gini,4,8,Test,0.21,0.15,0.13,0.18,0.13,0.18,0.15,0.18,0.15,0.14
gini,4,16,Train,0.29,0.29,0.28,0.31,0.26,0.3,0.31,0.27,0.29,0.3
gini,4,16,Test,0.21,0.15,0.13,0.17,0.13,0.18,0.15,0.18,0.18,0.14
gini,4,32,Train,0.28,0.29,0.28,0.31,0.26,0.29,0.31,0.27,0.29,0.29
gini,4,32,Test,0.22,0.16,0.12,0.18,0.13,0.18,0.15,0.18,0.18,0.14
gini,8,2,Train,0.58,0.59,0.54,0.58,0.45,0.55,0.59,0.53,0.52,0.57
gini,8,2,Test,0.26,0.2,0.17,0.23,0.12,0.19,0.15,0.21,0.2,0.17
gini,8,4,Train,0.57,0.58,0.53,0.57,0.44,0.55,0.58,0.53,0.51,0.57
gini,8,4,Test,0.25,0.17,0.17,0.24,0.1,0.18,0.12,0.21,0.21,0.16
gini,8,8,Train,0.55,0.57,0.51,0.55,0.43,0.54,0.57,0.51,0.5,0.55
gini,8,8,Test,0.23,0.18,0.19,0.25,0.11,0.19,0.14,0.2,0.19,0.17
gini,8,16,Train,0.53,0.53,0.48,0.51,0.41,0.51,0.54,0.47,0.46,0.52
gini,8,16,Test,0.27,0.21,0.19,0.22,0.13,0.2,0.12,0.21,0.22,0.15
gini,8,32,Train,0.48,0.49,0.43,0.44,0.38,0.49,0.51,0.42,0.42,0.48
gini,8,32,Test,0.24,0.21,0.18,0.24,0.13,0.19,0.11,0.2,0.22,0.14
gini,16,2,Train,0.98,0.98,0.89,0.91,0.91,0.97,0.97,0.95,0.96,0.98
gini,16,2,Test,0.25,0.19,0.17,0.25,0.15,0.19,0.15,0.25,0.21,0.17
gini,16,4,Train,0.92,0.93,0.85,0.87,0.86,0.91,0.92,0.9,0.91,0.93
gini,16,4,Test,0.2,0.2,0.15,0.26,0.17,0.17,0.15,0.21,0.21,0.22
gini,16,8,Train,0.84,0.86,0.78,0.8,0.79,0.85,0.84,0.83,0.84,0.86
gini,16,8,Test,0.21,0.19,0.19,0.24,0.19,0.16,0.17,0.23,0.19,0.14
gini,16,16,Train,0.73,0.74,0.69,0.69,0.7,0.74,0.72,0.71,0.74,0.74
gini,16,16,Test,0.24,0.22,0.2,0.19,0.2,0.2,0.14,0.21,0.19,0.14
gini,16,32,Train,0.58,0.59,0.56,0.55,0.59,0.6,0.61,0.57,0.6,0.6
gini,16,32,Test,0.22,0.22,0.15,0.19,0.21,0.19,0.14,0.23,0.18,0.17
gini,32,2,Train,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
gini,32,2,Test,0.2,0.2,0.2,0.24,0.19,0.16,0.16,0.25,0.23,0.2
gini,32,4,Train,0.93,0.94,0.94,0.95,0.94,0.93,0.94,0.93,0.95,0.94
gini,32,4,Test,0.26,0.2,0.21,0.19,0.16,0.18,0.16,0.2,0.22,0.17
gini,32,8,Train,0.85,0.87,0.85,0.87,0.85,0.86,0.85,0.84,0.87,0.86
gini,32,8,Test,0.23,0.2,0.2,0.23,0.22,0.2,0.14,0.22,0.18,0.18
gini,32,16,Train,0.73,0.75,0.73,0.73,0.74,0.74,0.72,0.71,0.74,0.74
gini,32,16,Test,0.26,0.26,0.23,0.18,0.22,0.18,0.12,0.23,0.21,0.18
gini,32,32,Train,0.58,0.59,0.59,0.57,0.6,0.6,0.61,0.57,0.6,0.6
gini,32,32,Test,0.22,0.23,0.16,0.2,0.21,0.19,0.14,0.23,0.21,0.17
gini,,2,Train,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
gini,,2,Test,0.22,0.18,0.18,0.26,0.15,0.15,0.16,0.23,0.17,0.18
gini,,4,Train,0.93,0.94,0.94,0.95,0.94,0.93,0.94,0.93,0.95,0.94
gini,,4,Test,0.24,0.19,0.25,0.23,0.17,0.19,0.13,0.22,0.22,0.21
gini,,8,Train,0.85,0.88,0.85,0.87,0.85,0.86,0.85,0.84,0.87,0.86
gini,,8,Test,0.24,0.2,0.2,0.23,0.21,0.16,0.14,0.21,0.17,0.16
gini,,16,Train,0.73,0.74,0.73,0.73,0.74,0.74,0.72,0.71,0.74,0.74
gini,,16,Test,0.26,0.23,0.23,0.21,0.23,0.18,0.11,0.21,0.18,0.17
gini,,32,Train,0.58,0.6,0.59,0.57,0.6,0.6,0.61,0.57,0.6,0.6
gini,,32,Test,0.21,0.22,0.16,0.21,0.21,0.19,0.14,0.23,0.19,0.17
entropy,2,2,Train,0.22,0.22,0.2,0.22,0.22,0.21,0.21,0.22,0.23,0.21
entropy,2,2,Test,0.15,0.17,0.15,0.2,0.12,0.1,0.14,0.14,0.18,0.12
entropy,2,4,Train,0.22,0.22,0.2,0.22,0.22,0.21,0.21,0.22,0.23,0.21
entropy,2,4,Test,0.15,0.17,0.15,0.2,0.12,0.1,0.14,0.14,0.18,0.12
entropy,2,8,Train,0.22,0.22,0.2,0.22,0.22,0.21,0.21,0.22,0.23,0.21
entropy,2,8,Test,0.15,0.17,0.15,0.2,0.12,0.1,0.14,0.14,0.18,0.12
entropy,2,16,Train,0.22,0.22,0.2,0.22,0.22,0.21,0.21,0.22,0.23,0.21
entropy,2,16,Test,0.15,0.17,0.15,0.2,0.12,0.1,0.14,0.14,0.18,0.12
entropy,2,32,Train,0.22,0.22,0.2,0.22,0.22,0.21,0.21,0.22,0.23,0.21
entropy,2,32,Test,0.15,0.17,0.15,0.2,0.12,0.1,0.14,0.14,0.18,0.12
entropy,4,2,Train,0.33,0.3,0.28,0.32,0.32,0.31,0.32,0.29,0.3,0.3
entropy,4,2,Test,0.19,0.11,0.16,0.23,0.16,0.2,0.13,0.2,0.18,0.15
entropy,4,4,Train,0.33,0.3,0.28,0.32,0.32,0.31,0.32,0.29,0.3,0.3
entropy,4,4,Test,0.19,0.11,0.17,0.23,0.16,0.18,0.13,0.2,0.18,0.15
entropy,4,8,Train,0.33,0.3,0.28,0.32,0.32,0.31,0.32,0.29,0.3,0.3
entropy,4,8,Test,0.19,0.11,0.17,0.23,0.16,0.2,0.13,0.2,0.18,0.15
entropy,4,16,Train,0.33,0.3,0.28,0.32,0.32,0.31,0.32,0.28,0.3,0.3
entropy,4,16,Test,0.19,0.11,0.17,0.23,0.16,0.2,0.13,0.2,0.18,0.15
entropy,4,32,Train,0.32,0.3,0.27,0.32,0.32,0.31,0.32,0.27,0.3,0.29
entropy,4,32,Test,0.19,0.1,0.17,0.23,0.16,0.18,0.13,0.2,0.18,0.16
entropy,8,2,Train,0.76,0.69,0.6,0.79,0.74,0.73,0.76,0.66,0.75,0.7
entropy,8,2,Test,0.18,0.15,0.21,0.14,0.18,0.17,0.12,0.16,0.23,0.22
entropy,8,4,Train,0.75,0.69,0.59,0.78,0.73,0.73,0.75,0.65,0.75,0.69
entropy,8,4,Test,0.17,0.14,0.2,0.12,0.23,0.2,0.15,0.16,0.21,0.18
entropy,8,8,Train,0.72,0.66,0.57,0.73,0.7,0.7,0.71,0.61,0.72,0.67
entropy,8,8,Test,0.19,0.11,0.2,0.15,0.17,0.21,0.15,0.15,0.28,0.16
entropy,8,16,Train,0.64,0.59,0.51,0.61,0.6,0.62,0.61,0.53,0.61,0.59
entropy,8,16,Test,0.2,0.12,0.18,0.13,0.24,0.19,0.15,0.13,0.24,0.16
entropy,8,32,Train,0.51,0.44,0.41,0.45,0.48,0.49,0.46,0.42,0.49,0.45
entropy,8,32,Test,0.22,0.15,0.13,0.13,0.23,0.19,0.14,0.14,0.26,0.19
entropy,16,2,Train,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
entropy,16,2,Test,0.22,0.14,0.21,0.17,0.21,0.16,0.13,0.2,0.24,0.24
entropy,16,4,Train,0.97,0.97,0.97,0.97,0.96,0.97,0.98,0.97,0.97,0.97
entropy,16,4,Test,0.2,0.17,0.2,0.19,0.24,0.19,0.18,0.16,0.23,0.18
entropy,16,8,Train,0.9,0.88,0.88,0.89,0.89,0.88,0.88,0.88,0.89,0.9
entropy,16,8,Test,0.22,0.12,0.25,0.16,0.2,0.17,0.19,0.14,0.26,0.2
entropy,16,16,Train,0.71,0.7,0.71,0.71,0.71,0.71,0.69,0.69,0.71,0.71
entropy,16,16,Test,0.21,0.12,0.23,0.17,0.22,0.15,0.18,0.13,0.24,0.21
entropy,16,32,Train,0.52,0.47,0.48,0.48,0.49,0.5,0.49,0.49,0.51,0.48
entropy,16,32,Test,0.23,0.15,0.13,0.16,0.24,0.15,0.15,0.14,0.25,0.16
entropy,32,2,Train,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
entropy,32,2,Test,0.24,0.18,0.25,0.17,0.21,0.18,0.19,0.13,0.27,0.2
entropy,32,4,Train,0.97,0.97,0.97,0.97,0.96,0.97,0.98,0.97,0.97,0.97
entropy,32,4,Test,0.22,0.15,0.2,0.18,0.23,0.15,0.17,0.19,0.24,0.27
entropy,32,8,Train,0.9,0.88,0.88,0.89,0.89,0.88,0.88,0.88,0.89,0.9
entropy,32,8,Test,0.22,0.16,0.22,0.13,0.2,0.16,0.13,0.18,0.24,0.17
entropy,32,16,Train,0.71,0.7,0.71,0.71,0.71,0.7,0.7,0.69,0.71,0.71
entropy,32,16,Test,0.2,0.12,0.23,0.15,0.23,0.17,0.17,0.12,0.23,0.19
entropy,32,32,Train,0.52,0.47,0.48,0.48,0.49,0.5,0.49,0.49,0.51,0.48
entropy,32,32,Test,0.23,0.15,0.13,0.16,0.24,0.15,0.15,0.14,0.27,0.16
entropy,,2,Train,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
entropy,,2,Test,0.23,0.17,0.23,0.15,0.24,0.19,0.15,0.17,0.24,0.27
entropy,,4,Train,0.97,0.97,0.97,0.97,0.96,0.97,0.97,0.97,0.97,0.97
entropy,,4,Test,0.23,0.15,0.24,0.17,0.23,0.19,0.12,0.16,0.24,0.22
entropy,,8,Train,0.9,0.88,0.88,0.89,0.89,0.88,0.87,0.88,0.89,0.9
