gini,2,2,Train,0.2,0.21,0.21,0.19,0.19,0.21,0.21,0.19,0.21,0.19
gini,2,2,Test,0.16,0.19,0.15,0.15,0.18,0.19,0.19,0.16,0.21,0.19
gini,2,4,Train,0.2,0.21,0.21,0.19,0.19,0.21,0.21,0.19,0.21,0.19
gini,2,4,Test,0.16,0.19,0.15,0.15,0.18,0.19,0.19,0.16,0.21,0.19
gini,2,8,Train,0.2,0.21,0.21,0.19,0.19,0.21,0.21,0.19,0.21,0.19
gini,2,8,Test,0.16,0.19,0.15,0.15,0.18,0.19,0.19,0.16,0.21,0.19
gini,2,16,Train,0.2,0.21,0.21,0.19,0.19,0.21,0.21,0.19,0.21,0.19
gini,2,16,Test,0.16,0.19,0.15,0.15,0.18,0.19,0.19,0.16,0.21,0.19
gini,2,32,Train,0.2,0.21,0.21,0.19,0.19,0.21,0.21,0.19,0.21,0.19
gini,2,32,Test,0.16,0.19,0.15,0.15,0.18,0.19,0.19,0.16,0.21,0.19
gini,4,2,Train,0.27,0.26,0.28,0.27,0.26,0.26,0.25,0.25,0.25,0.26
gini,4,2,Test,0.23,0.21,0.18,0.19,0.18,0.2,0.21,0.21,0.2,0.2
gini,4,4,Train,0.27,0.26,0.28,0.27,0.26,0.26,0.25,0.25,0.25,0.26
gini,4,4,Test,0.23,0.21,0.18,0.19,0.18,0.2,0.21,0.21,0.2,0.2
gini,4,8,Train,0.27,0.26,0.28,0.27,0.26,0.26,0.25,0.25,0.25,0.26
gini,4,8,Test,0.23,0.21,0.18,0.19,0.18,0.2,0.21,0.21,0.2,0.2
gini,4,16,Train,0.27,0.26,0.28,0.27,0.26,0.26,0.25,0.25,0.25,0.26
gini,4,16,Test,0.23,0.21,0.18,0.19,0.18,0.2,0.21,0.21,0.2,0.2
gini,4,32,Train,0.27,0.25,0.28,0.27,0.26,0.26,0.25,0.25,0.25,0.26
gini,4,32,Test,0.23,0.21,0.18,0.19,0.18,0.2,0.21,0.21,0.2,0.2
gini,8,2,Train,0.49,0.46,0.49,0.47,0.48,0.47,0.43,0.43,0.46,0.44
gini,8,2,Test,0.25,0.24,0.2,0.18,0.22,0.2,0.22,0.2,0.22,0.19
gini,8,4,Train,0.49,0.46,0.49,0.46,0.47,0.46,0.43,0.43,0.46,0.44
gini,8,4,Test,0.26,0.24,0.21,0.19,0.23,0.2,0.22,0.21,0.22,0.19
gini,8,8,Train,0.48,0.44,0.48,0.45,0.46,0.45,0.42,0.42,0.45,0.43
gini,8,8,Test,0.26,0.24,0.2,0.18,0.24,0.2,0.21,0.2,0.22,0.2
gini,8,16,Train,0.47,0.42,0.46,0.43,0.45,0.43,0.4,0.41,0.43,0.42
gini,8,16,Test,0.25,0.24,0.2,0.18,0.23,0.21,0.21,0.2,0.22,0.2
gini,8,32,Train,0.42,0.39,0.42,0.4,0.42,0.4,0.37,0.38,0.4,0.39
gini,8,32,Test,0.25,0.24,0.19,0.18,0.24,0.21,0.2,0.2,0.22,0.2
gini,16,2,Train,0.94,0.83,0.92,0.93,0.95,0.93,0.84,0.86,0.88,0.86
gini,16,2,Test,0.29,0.26,0.2,0.21,0.28,0.21,0.23,0.22,0.25,0.26
gini,16,4,Train,0.9,0.79,0.87,0.9,0.9,0.88,0.81,0.81,0.84,0.83
gini,16,4,Test,0.28,0.24,0.21,0.21,0.26,0.24,0.24,0.22,0.25,0.26
gini,16,8,Train,0.84,0.74,0.8,0.83,0.83,0.82,0.74,0.77,0.78,0.77
gini,16,8,Test,0.26,0.24,0.2,0.21,0.28,0.23,0.24,0.19,0.22,0.25
gini,16,16,Train,0.73,0.66,0.7,0.72,0.72,0.71,0.64,0.67,0.69,0.69
gini,16,16,Test,0.28,0.26,0.2,0.19,0.28,0.22,0.24,0.21,0.26,0.24
gini,16,32,Train,0.58,0.55,0.58,0.6,0.6,0.59,0.55,0.55,0.58,0.58
gini,16,32,Test,0.29,0.26,0.18,0.19,0.28,0.22,0.22,0.2,0.24,0.22
gini,32,2,Train,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
gini,32,2,Test,0.25,0.27,0.21,0.21,0.3,0.22,0.25,0.27,0.25,0.23
gini,32,4,Train,0.94,0.94,0.93,0.95,0.94,0.94,0.94,0.94,0.94,0.94
gini,32,4,Test,0.26,0.25,0.22,0.24,0.27,0.24,0.25,0.24,0.25,0.24
gini,32,8,Train,0.87,0.86,0.86,0.87,0.86,0.85,0.85,0.87,0.86,0.86
gini,32,8,Test,0.26,0.28,0.22,0.21,0.29,0.23,0.22,0.24,0.24,0.26
gini,32,16,Train,0.75,0.75,0.73,0.73,0.73,0.74,0.74,0.75,0.75,0.74
gini,32,16,Test,0.26,0.26,0.2,0.2,0.27,0.21,0.24,0.24,0.25,0.24
gini,32,32,Train,0.58,0.59,0.59,0.6,0.6,0.6,0.6,0.59,0.61,0.6
gini,32,32,Test,0.28,0.26,0.18,0.2,0.28,0.22,0.22,0.22,0.25,0.22
gini,,2,Train,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
gini,,2,Test,0.26,0.25,0.22,0.23,0.28,0.24,0.24,0.24,0.25,0.26
gini,,4,Train,0.94,0.94,0.93,0.94,0.94,0.94,0.94,0.94,0.94,0.94
gini,,4,Test,0.23,0.29,0.24,0.22,0.27,0.23,0.23,0.24,0.25,0.23
gini,,8,Train,0.87,0.86,0.86,0.87,0.86,0.85,0.85,0.87,0.86,0.86
gini,,8,Test,0.28,0.25,0.21,0.21,0.28,0.21,0.25,0.22,0.24,0.25
gini,,16,Train,0.75,0.75,0.73,0.73,0.73,0.74,0.74,0.74,0.75,0.74
gini,,16,Test,0.26,0.27,0.21,0.19,0.28,0.2,0.22,0.24,0.25,0.24
gini,,32,Train,0.58,0.6,0.59,0.6,0.6,0.59,0.6,0.59,0.62,0.6
gini,,32,Test,0.28,0.26,0.18,0.2,0.28,0.22,0.24,0.22,0.24,0.21
entropy,2,2,Train,0.2,0.2,0.21,0.2,0.2,0.21,0.21,0.2,0.2,0.21
entropy,2,2,Test,0.19,0.19,0.19,0.16,0.2,0.17,0.18,0.18,0.18,0.2
