gini,2,2,Train,0.2,0.23,0.22,0.23,0.21,0.2,0.23,0.23,0.21,0.23
gini,2,2,Test,0.16,0.19,0.16,0.17,0.13,0.17,0.17,0.21,0.14,0.13
gini,2,4,Train,0.2,0.23,0.22,0.23,0.21,0.2,0.23,0.23,0.21,0.23
gini,2,4,Test,0.16,0.19,0.16,0.17,0.13,0.17,0.17,0.21,0.14,0.13
gini,2,8,Train,0.2,0.23,0.22,0.23,0.21,0.2,0.23,0.23,0.21,0.23
gini,2,8,Test,0.16,0.19,0.16,0.17,0.13,0.17,0.17,0.21,0.14,0.13
gini,2,16,Train,0.2,0.23,0.22,0.23,0.21,0.2,0.23,0.23,0.21,0.23
gini,2,16,Test,0.16,0.19,0.16,0.17,0.13,0.17,0.17,0.21,0.14,0.13
gini,2,32,Train,0.2,0.23,0.22,0.23,0.21,0.2,0.23,0.23,0.21,0.23
gini,2,32,Test,0.16,0.19,0.16,0.17,0.13,0.17,0.17,0.21,0.14,0.13
gini,4,2,Train,0.32,0.3,0.3,0.32,0.3,0.3,0.35,0.32,0.32,0.35
gini,4,2,Test,0.16,0.17,0.14,0.24,0.17,0.19,0.27,0.2,0.17,0.14
gini,4,4,Train,0.31,0.3,0.3,0.32,0.3,0.3,0.35,0.32,0.31,0.35
gini,4,4,Test,0.13,0.17,0.14,0.24,0.16,0.17,0.27,0.2,0.17,0.14
gini,4,8,Train,0.32,0.3,0.3,0.32,0.3,0.3,0.35,0.32,0.31,0.35
gini,4,8,Test,0.16,0.17,0.13,0.24,0.17,0.17,0.27,0.21,0.17,0.14
gini,4,16,Train,0.31,0.29,0.29,0.32,0.29,0.29,0.35,0.32,0.31,0.35
gini,4,16,Test,0.13,0.17,0.16,0.24,0.16,0.19,0.27,0.21,0.17,0.14
gini,4,32,Train,0.3,0.28,0.29,0.3,0.29,0.28,0.32,0.31,0.3,0.33
gini,4,32,Test,0.13,0.16,0.16,0.24,0.16,0.2,0.24,0.21,0.17,0.13
gini,8,2,Train,0.5,0.52,0.59,0.59,0.5,0.53,0.68,0.59,0.53,0.66
gini,8,2,Test,0.11,0.14,0.17,0.11,0.19,0.19,0.17,0.24,0.21,0.16
gini,8,4,Train,0.5,0.51,0.58,0.57,0.48,0.51,0.66,0.58,0.53,0.65
gini,8,4,Test,0.09,0.14,0.14,0.11,0.17,0.16,0.23,0.23,0.19,0.2
gini,8,8,Train,0.48,0.49,0.55,0.55,0.47,0.5,0.63,0.57,0.5,0.62
gini,8,8,Test,0.1,0.13,0.16,0.11,0.19,0.16,0.19,0.23,0.17,0.16
gini,8,16,Train,0.44,0.47,0.49,0.51,0.43,0.44,0.58,0.53,0.48,0.58
gini,8,16,Test,0.13,0.16,0.19,0.14,0.16,0.2,0.16,0.24,0.11,0.17
gini,8,32,Train,0.41,0.41,0.42,0.44,0.38,0.39,0.48,0.48,0.39,0.5
gini,8,32,Test,0.11,0.14,0.17,0.14,0.13,0.21,0.11,0.23,0.16,0.1
gini,16,2,Train,0.89,0.88,0.89,0.97,0.8,0.85,1.0,0.93,0.74,1.0
gini,16,2,Test,0.23,0.17,0.09,0.23,0.21,0.16,0.19,0.23,0.14,0.19
gini,16,4,Train,0.86,0.84,0.85,0.93,0.77,0.8,0.94,0.88,0.92,0.93
gini,16,4,Test,0.2,0.17,0.1,0.19,0.23,0.2,0.14,0.26,0.17,0.17
