gini,2,2,Train,0.28,0.26,0.27,0.26,0.26,0.26,0.27,0.27,0.27,0.27
gini,2,2,Test,0.25,0.29,0.22,0.27,0.25,0.23,0.26,0.2,0.18,0.19
gini,2,4,Train,0.28,0.26,0.27,0.26,0.26,0.26,0.27,0.27,0.27,0.27
gini,2,4,Test,0.25,0.29,0.22,0.27,0.25,0.23,0.26,0.2,0.18,0.19
gini,2,8,Train,0.28,0.26,0.27,0.26,0.26,0.26,0.27,0.27,0.27,0.27
gini,2,8,Test,0.25,0.29,0.22,0.27,0.25,0.23,0.26,0.2,0.18,0.19
gini,2,16,Train,0.28,0.26,0.27,0.26,0.26,0.26,0.27,0.27,0.27,0.27
gini,2,16,Test,0.25,0.29,0.22,0.27,0.25,0.23,0.26,0.2,0.18,0.19
gini,2,32,Train,0.28,0.26,0.27,0.26,0.26,0.26,0.27,0.27,0.27,0.27
gini,2,32,Test,0.25,0.29,0.22,0.27,0.25,0.23,0.26,0.2,0.18,0.19
gini,4,2,Train,0.36,0.34,0.35,0.36,0.35,0.35,0.36,0.38,0.34,0.37
gini,4,2,Test,0.21,0.27,0.23,0.24,0.3,0.27,0.3,0.18,0.21,0.26
gini,4,4,Train,0.36,0.34,0.35,0.36,0.35,0.35,0.36,0.38,0.34,0.37
gini,4,4,Test,0.21,0.27,0.23,0.24,0.3,0.27,0.3,0.18,0.21,0.26
gini,4,8,Train,0.36,0.34,0.35,0.36,0.35,0.35,0.36,0.38,0.34,0.37
gini,4,8,Test,0.21,0.27,0.23,0.24,0.3,0.27,0.3,0.18,0.21,0.26
gini,4,16,Train,0.36,0.34,0.35,0.36,0.35,0.35,0.36,0.38,0.34,0.37
gini,4,16,Test,0.21,0.27,0.23,0.24,0.28,0.27,0.3,0.18,0.21,0.26
gini,4,32,Train,0.36,0.34,0.33,0.35,0.35,0.35,0.36,0.38,0.34,0.36
gini,4,32,Test,0.22,0.27,0.22,0.24,0.28,0.27,0.3,0.18,0.21,0.24
gini,8,2,Train,0.63,0.64,0.65,0.63,0.72,0.64,0.7,0.7,0.61,0.63
gini,8,2,Test,0.25,0.27,0.23,0.27,0.22,0.2,0.26,0.2,0.22,0.3
gini,8,4,Train,0.62,0.63,0.63,0.62,0.72,0.63,0.69,0.7,0.6,0.62
gini,8,4,Test,0.25,0.28,0.24,0.27,0.17,0.21,0.27,0.23,0.23,0.3
gini,8,8,Train,0.61,0.62,0.61,0.6,0.69,0.61,0.67,0.68,0.59,0.6
gini,8,8,Test,0.23,0.26,0.26,0.29,0.24,0.21,0.27,0.18,0.24,0.3
gini,8,16,Train,0.56,0.58,0.58,0.56,0.65,0.55,0.64,0.63,0.54,0.57
gini,8,16,Test,0.25,0.29,0.24,0.28,0.21,0.22,0.24,0.22,0.25,0.31
gini,8,32,Train,0.5,0.51,0.51,0.5,0.56,0.51,0.54,0.55,0.5,0.5
gini,8,32,Test,0.25,0.26,0.23,0.26,0.2,0.26,0.24,0.18,0.26,0.3
gini,16,2,Train,0.95,0.94,1.0,0.97,1.0,0.96,1.0,1.0,0.98,0.95
gini,16,2,Test,0.23,0.25,0.27,0.27,0.18,0.2,0.19,0.21,0.24,0.25
gini,16,4,Train,0.9,0.9,0.94,0.92,0.93,0.92,0.94,0.94,0.93,0.89
gini,16,4,Test,0.27,0.19,0.23,0.27,0.21,0.17,0.24,0.19,0.28,0.25
gini,16,8,Train,0.84,0.84,0.86,0.86,0.86,0.85,0.85,0.86,0.86,0.83
gini,16,8,Test,0.21,0.21,0.23,0.3,0.23,0.16,0.23,0.17,0.22,0.28
gini,16,16,Train,0.75,0.74,0.75,0.76,0.75,0.71,0.76,0.75,0.74,0.74
gini,16,16,Test,0.22,0.27,0.27,0.3,0.21,0.19,0.22,0.17,0.23,0.26
gini,16,32,Train,0.61,0.57,0.6,0.59,0.6,0.58,0.58,0.6,0.61,0.61
gini,16,32,Test,0.25,0.29,0.25,0.28,0.2,0.26,0.23,0.17,0.27,0.28
gini,32,2,Train,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
gini,32,2,Test,0.21,0.2,0.25,0.28,0.21,0.2,0.22,0.2,0.24,0.26
gini,32,4,Train,0.94,0.95,0.94,0.95,0.93,0.96,0.94,0.94,0.94,0.93
gini,32,4,Test,0.25,0.28,0.26,0.28,0.21,0.17,0.17,0.23,0.25,0.3
gini,32,8,Train,0.88,0.88,0.86,0.88,0.86,0.88,0.85,0.86,0.87,0.86
gini,32,8,Test,0.23,0.23,0.24,0.29,0.28,0.19,0.19,0.16,0.26,0.26
gini,32,16,Train,0.77,0.76,0.75,0.76,0.75,0.72,0.76,0.75,0.74,0.75
gini,32,16,Test,0.2,0.29,0.27,0.29,0.23,0.2,0.23,0.18,0.25,0.24
gini,32,32,Train,0.61,0.58,0.6,0.59,0.6,0.59,0.58,0.6,0.61,0.61
gini,32,32,Test,0.24,0.27,0.25,0.26,0.2,0.26,0.23,0.17,0.26,0.28
gini,,2,Train,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
gini,,2,Test,0.23,0.21,0.25,0.3,0.2,0.18,0.21,0.19,0.25,0.25
gini,,4,Train,0.94,0.95,0.94,0.95,0.93,0.95,0.94,0.94,0.94,0.94
gini,,4,Test,0.21,0.24,0.26,0.3,0.2,0.16,0.22,0.19,0.25,0.3
gini,,8,Train,0.88,0.88,0.86,0.88,0.86,0.88,0.85,0.86,0.86,0.86
gini,,8,Test,0.22,0.26,0.19,0.29,0.25,0.19,0.22,0.17,0.27,0.25
gini,,16,Train,0.77,0.76,0.75,0.76,0.75,0.72,0.76,0.75,0.74,0.75
gini,,16,Test,0.19,0.28,0.25,0.26,0.22,0.2,0.25,0.18,0.25,0.24
gini,,32,Train,0.61,0.58,0.6,0.59,0.6,0.59,0.58,0.6,0.61,0.61
gini,,32,Test,0.23,0.3,0.24,0.27,0.21,0.26,0.23,0.16,0.26,0.28
entropy,2,2,Train,0.28,0.26,0.27,0.27,0.26,0.26,0.26,0.27,0.27,0.27
entropy,2,2,Test,0.25,0.29,0.22,0.26,0.25,0.27,0.25,0.19,0.18,0.19
entropy,2,4,Train,0.28,0.26,0.27,0.27,0.26,0.26,0.26,0.27,0.27,0.27
entropy,2,4,Test,0.25,0.29,0.22,0.26,0.25,0.27,0.25,0.19,0.18,0.19
