0.001,50,Train,0.21,0.19,0.19,0.21,0.19,0.22,0.23,0.2,0.23,0.21
0.001,50,Test,0.2,0.16,0.16,0.17,0.14,0.17,0.23,0.14,0.13,0.17
0.001,100,Train,0.22,0.21,0.22,0.21,0.19,0.21,0.24,0.2,0.23,0.21
0.001,100,Test,0.21,0.2,0.16,0.17,0.14,0.17,0.24,0.14,0.13,0.17
0.001,150,Train,0.23,0.23,0.22,0.21,0.21,0.21,0.25,0.21,0.24,0.21
0.001,150,Test,0.23,0.21,0.16,0.17,0.14,0.17,0.24,0.16,0.11,0.17
0.001,200,Train,0.23,0.24,0.22,0.21,0.21,0.21,0.26,0.21,0.24,0.22
0.001,200,Test,0.2,0.21,0.16,0.17,0.14,0.17,0.23,0.16,0.11,0.16
0.001,250,Train,0.23,0.23,0.23,0.23,0.22,0.21,0.29,0.21,0.24,0.22
0.001,250,Test,0.2,0.2,0.16,0.16,0.19,0.17,0.24,0.23,0.11,0.17
0.001,300,Train,0.24,0.23,0.26,0.22,0.23,0.21,0.29,0.21,0.25,0.22
0.001,300,Test,0.17,0.2,0.16,0.16,0.19,0.17,0.23,0.23,0.09,0.17
0.001,350,Train,0.24,0.25,0.27,0.22,0.26,0.23,0.3,0.23,0.25,0.25
0.001,350,Test,0.17,0.16,0.17,0.16,0.2,0.16,0.23,0.23,0.1,0.16
0.001,400,Train,0.24,0.25,0.28,0.23,0.26,0.24,0.3,0.23,0.24,0.27
0.001,400,Test,0.17,0.16,0.17,0.17,0.2,0.13,0.23,0.23,0.1,0.14
0.001,450,Train,0.25,0.25,0.27,0.24,0.27,0.25,0.3,0.23,0.25,0.27
0.001,450,Test,0.17,0.14,0.17,0.16,0.2,0.14,0.23,0.19,0.1,0.14
0.001,500,Train,0.26,0.26,0.27,0.24,0.27,0.25,0.3,0.23,0.25,0.27
0.001,500,Test,0.19,0.14,0.17,0.16,0.21,0.14,0.24,0.17,0.11,0.14
0.01,50,Train,0.25,0.27,0.28,0.24,0.27,0.25,0.3,0.24,0.25,0.27
0.01,50,Test,0.17,0.13,0.17,0.17,0.19,0.13,0.24,0.23,0.11,0.14
0.01,100,Train,0.3,0.31,0.32,0.31,0.29,0.3,0.33,0.29,0.3,0.29
0.01,100,Test,0.2,0.13,0.16,0.19,0.16,0.13,0.23,0.19,0.17,0.14
0.01,150,Train,0.34,0.35,0.35,0.35,0.33,0.33,0.35,0.35,0.35,0.33
0.01,150,Test,0.16,0.13,0.24,0.2,0.17,0.17,0.21,0.17,0.14,0.19
0.01,200,Train,0.37,0.39,0.37,0.4,0.37,0.34,0.36,0.36,0.37,0.35
0.01,200,Test,0.2,0.11,0.23,0.17,0.2,0.17,0.23,0.2,0.13,0.2
0.01,250,Train,0.38,0.41,0.38,0.41,0.39,0.36,0.39,0.38,0.39,0.37
0.01,250,Test,0.21,0.13,0.21,0.2,0.2,0.17,0.21,0.19,0.13,0.17
0.01,300,Train,0.4,0.42,0.4,0.42,0.4,0.38,0.4,0.4,0.39,0.39
0.01,300,Test,0.2,0.19,0.21,0.2,0.17,0.19,0.21,0.17,0.13,0.2
0.01,350,Train,0.42,0.42,0.41,0.43,0.41,0.4,0.42,0.42,0.4,0.42
0.01,350,Test,0.24,0.19,0.21,0.19,0.2,0.19,0.2,0.19,0.13,0.21
0.01,400,Train,0.41,0.43,0.43,0.44,0.44,0.42,0.43,0.42,0.41,0.42
0.01,400,Test,0.24,0.19,0.21,0.2,0.2,0.21,0.2,0.19,0.14,0.2
0.01,450,Train,0.43,0.43,0.45,0.45,0.46,0.43,0.45,0.43,0.43,0.43
0.01,450,Test,0.23,0.19,0.19,0.21,0.23,0.23,0.19,0.2,0.17,0.2
0.01,500,Train,0.45,0.47,0.47,0.46,0.46,0.46,0.46,0.45,0.45,0.44
0.01,500,Test,0.23,0.19,0.24,0.2,0.21,0.21,0.17,0.17,0.17,0.2
0.1,50,Train,0.42,0.44,0.42,0.43,0.43,0.39,0.41,0.41,0.41,0.4
0.1,50,Test,0.23,0.26,0.2,0.2,0.19,0.19,0.17,0.19,0.21,0.16
0.1,100,Train,0.5,0.54,0.51,0.49,0.49,0.49,0.51,0.52,0.52,0.5
0.1,100,Test,0.26,0.29,0.26,0.17,0.24,0.23,0.17,0.19,0.21,0.2
0.1,150,Train,0.57,0.59,0.56,0.54,0.58,0.53,0.56,0.55,0.57,0.59
0.1,150,Test,0.24,0.24,0.24,0.19,0.24,0.17,0.16,0.17,0.23,0.24
0.1,200,Train,0.62,0.63,0.61,0.58,0.6,0.57,0.62,0.6,0.63,0.61
0.1,200,Test,0.24,0.2,0.26,0.21,0.23,0.16,0.17,0.16,0.21,0.21
0.1,250,Train,0.64,0.66,0.63,0.63,0.65,0.61,0.66,0.65,0.68,0.63
0.1,250,Test,0.2,0.23,0.26,0.2,0.23,0.19,0.2,0.14,0.23,0.17
0.1,300,Train,0.67,0.69,0.67,0.66,0.66,0.65,0.67,0.67,0.71,0.66
0.1,300,Test,0.24,0.2,0.3,0.2,0.21,0.2,0.21,0.2,0.24,0.23
0.1,350,Train,0.7,0.69,0.69,0.67,0.69,0.66,0.71,0.71,0.73,0.69
0.1,350,Test,0.27,0.2,0.29,0.19,0.23,0.16,0.24,0.24,0.23,0.21
0.1,400,Train,0.72,0.7,0.71,0.69,0.7,0.7,0.71,0.72,0.74,0.71
0.1,400,Test,0.26,0.2,0.33,0.19,0.2,0.17,0.23,0.21,0.21,0.21
0.1,450,Train,0.73,0.72,0.71,0.7,0.7,0.71,0.73,0.73,0.75,0.73
0.1,450,Test,0.27,0.16,0.3,0.17,0.23,0.16,0.2,0.24,0.21,0.19
0.1,500,Train,0.73,0.73,0.72,0.71,0.71,0.73,0.74,0.73,0.75,0.74
0.1,500,Test,0.27,0.14,0.33,0.17,0.26,0.16,0.21,0.27,0.26,0.21
1.0,50,Train,0.39,0.4,0.39,0.41,0.4,0.4,0.39,0.45,0.41,0.39
1.0,50,Test,0.17,0.17,0.16,0.24,0.24,0.13,0.29,0.24,0.2,0.19
1.0,100,Train,0.39,0.44,0.43,0.43,0.44,0.37,0.41,0.51,0.48,0.54
1.0,100,Test,0.17,0.16,0.2,0.23,0.26,0.13,0.17,0.26,0.19,0.21
1.0,150,Train,0.46,0.53,0.45,0.49,0.43,0.44,0.45,0.59,0.52,0.6
1.0,150,Test,0.21,0.19,0.23,0.24,0.19,0.17,0.19,0.24,0.17,0.21
1.0,200,Train,0.52,0.57,0.46,0.55,0.45,0.49,0.46,0.63,0.57,0.66
1.0,200,Test,0.23,0.14,0.17,0.21,0.17,0.14,0.14,0.17,0.21,0.17
1.0,250,Train,0.56,0.6,0.49,0.59,0.49,0.51,0.52,0.68,0.61,0.67
1.0,250,Test,0.24,0.16,0.14,0.31,0.14,0.19,0.13,0.19,0.2,0.16
1.0,300,Train,0.59,0.65,0.51,0.59,0.53,0.57,0.55,0.68,0.65,0.7
1.0,300,Test,0.21,0.11,0.13,0.27,0.16,0.16,0.19,0.21,0.2,0.17
1.0,350,Train,0.63,0.64,0.57,0.62,0.56,0.59,0.58,0.7,0.67,0.7
1.0,350,Test,0.23,0.17,0.13,0.24,0.21,0.2,0.14,0.21,0.23,0.17
1.0,400,Train,0.64,0.68,0.55,0.67,0.59,0.66,0.62,0.72,0.71,0.71
1.0,400,Test,0.24,0.14,0.1,0.29,0.19,0.2,0.17,0.26,0.21,0.16
1.0,450,Train,0.66,0.7,0.57,0.7,0.64,0.68,0.63,0.72,0.71,0.74
1.0,450,Test,0.24,0.19,0.07,0.26,0.17,0.21,0.13,0.29,0.19,0.17
1.0,500,Train,0.72,0.7,0.6,0.7,0.64,0.71,0.69,0.73,0.72,0.76
1.0,500,Test,0.27,0.17,0.11,0.27,0.2,0.23,0.14,0.26,0.17,0.19
10.0,50,Train,0.18,0.17,0.11,0.15,0.18,0.15,0.17,0.15,0.12,0.14
