0.0001,100,l2,Train,0.34,0.22,0.27,0.16,0.28,0.24,0.33,0.24,0.35,0.28
0.0001,100,l2,Test,0.33,0.21,0.23,0.16,0.27,0.22,0.27,0.24,0.3,0.24
0.0001,100,l1,Train,0.44,0.36,0.2,0.36,0.25,0.33,0.32,0.22,0.42,0.29
0.0001,100,l1,Test,0.35,0.3,0.18,0.31,0.18,0.26,0.23,0.19,0.36,0.23
0.0001,100,elasticnet,Train,0.27,0.22,0.22,0.14,0.28,0.17,0.24,0.29,0.3,0.2
0.0001,100,elasticnet,Test,0.24,0.2,0.21,0.14,0.23,0.17,0.22,0.24,0.28,0.2
0.0001,500,l2,Train,0.15,0.2,0.17,0.3,0.28,0.29,0.22,0.16,0.16,0.14
0.0001,500,l2,Test,0.14,0.2,0.15,0.28,0.25,0.26,0.2,0.15,0.17,0.14
0.0001,500,l1,Train,0.26,0.46,0.45,0.27,0.28,0.33,0.33,0.28,0.37,0.38
0.0001,500,l1,Test,0.22,0.38,0.34,0.27,0.2,0.27,0.25,0.26,0.31,0.33
0.0001,500,elasticnet,Train,0.23,0.21,0.17,0.14,0.18,0.18,0.25,0.25,0.2,0.33
0.0001,500,elasticnet,Test,0.23,0.21,0.18,0.15,0.16,0.18,0.24,0.23,0.19,0.3
0.0001,1000,l2,Train,0.14,0.28,0.26,0.16,0.15,0.25,0.27,0.28,0.24,0.32
0.0001,1000,l2,Test,0.14,0.23,0.27,0.17,0.15,0.24,0.24,0.25,0.23,0.26
0.0001,1000,l1,Train,0.29,0.25,0.15,0.43,0.36,0.23,0.32,0.29,0.35,0.2
0.0001,1000,l1,Test,0.23,0.22,0.14,0.34,0.26,0.21,0.2,0.22,0.25,0.18
0.0001,1000,elasticnet,Train,0.31,0.32,0.2,0.21,0.25,0.25,0.16,0.16,0.33,0.17
0.0001,1000,elasticnet,Test,0.26,0.31,0.19,0.22,0.23,0.21,0.16,0.16,0.29,0.19
0.001,100,l2,Train,0.14,0.14,0.14,0.14,0.14,0.19,0.16,0.17,0.16,0.24
0.001,100,l2,Test,0.14,0.14,0.15,0.14,0.14,0.19,0.16,0.16,0.16,0.24
0.001,100,l1,Train,0.2,0.31,0.23,0.36,0.2,0.27,0.34,0.25,0.18,0.23
0.001,100,l1,Test,0.19,0.29,0.21,0.31,0.21,0.25,0.26,0.23,0.16,0.24
0.001,100,elasticnet,Train,0.14,0.16,0.15,0.16,0.14,0.14,0.15,0.16,0.14,0.14
0.001,100,elasticnet,Test,0.14,0.16,0.14,0.17,0.14,0.14,0.16,0.16,0.14,0.14
0.001,500,l2,Train,0.15,0.23,0.21,0.23,0.14,0.14,0.14,0.15,0.14,0.17
0.001,500,l2,Test,0.15,0.24,0.21,0.23,0.14,0.14,0.14,0.15,0.14,0.18
0.001,500,l1,Train,0.36,0.37,0.29,0.34,0.3,0.23,0.2,0.21,0.37,0.33
0.001,500,l1,Test,0.31,0.33,0.25,0.29,0.27,0.22,0.19,0.18,0.32,0.3
0.001,500,elasticnet,Train,0.18,0.15,0.28,0.23,0.14,0.14,0.14,0.16,0.19,0.17
0.001,500,elasticnet,Test,0.18,0.15,0.24,0.23,0.14,0.14,0.14,0.18,0.21,0.18
0.001,1000,l2,Train,0.2,0.2,0.14,0.19,0.14,0.23,0.2,0.16,0.22,0.14
0.001,1000,l2,Test,0.2,0.2,0.14,0.17,0.14,0.22,0.2,0.15,0.21,0.14
0.001,1000,l1,Train,0.28,0.28,0.29,0.25,0.35,0.3,0.3,0.23,0.26,0.27
0.001,1000,l1,Test,0.24,0.25,0.26,0.24,0.3,0.29,0.27,0.22,0.27,0.25
0.001,1000,elasticnet,Train,0.2,0.17,0.22,0.23,0.2,0.15,0.14,0.14,0.14,0.23
0.001,1000,elasticnet,Test,0.2,0.19,0.19,0.23,0.2,0.15,0.14,0.14,0.14,0.23
0.01,100,l2,Train,0.14,0.14,0.17,0.14,0.14,0.16,0.14,0.14,0.17,0.14
0.01,100,l2,Test,0.14,0.14,0.16,0.14,0.14,0.15,0.14,0.14,0.16,0.14
0.01,100,l1,Train,0.23,0.27,0.21,0.22,0.24,0.17,0.18,0.25,0.2,0.24
0.01,100,l1,Test,0.25,0.27,0.23,0.22,0.25,0.16,0.16,0.21,0.19,0.26
0.01,100,elasticnet,Train,0.14,0.14,0.14,0.19,0.16,0.15,0.14,0.14,0.14,0.14
0.01,100,elasticnet,Test,0.14,0.14,0.14,0.19,0.16,0.15,0.14,0.14,0.14,0.14
0.01,500,l2,Train,0.14,0.14,0.14,0.14,0.14,0.15,0.14,0.14,0.15,0.14
0.01,500,l2,Test,0.14,0.14,0.15,0.14,0.14,0.17,0.14,0.14,0.15,0.14
0.01,500,l1,Train,0.23,0.21,0.15,0.29,0.28,0.29,0.18,0.19,0.26,0.17
0.01,500,l1,Test,0.23,0.22,0.15,0.24,0.29,0.3,0.17,0.2,0.26,0.16
0.01,500,elasticnet,Train,0.15,0.18,0.14,0.14,0.14,0.14,0.14,0.15,0.14,0.14
0.01,500,elasticnet,Test,0.15,0.19,0.14,0.14,0.14,0.14,0.14,0.15,0.14,0.14
0.01,1000,l2,Train,0.14,0.14,0.15,0.15,0.14,0.14,0.14,0.14,0.15,0.16
0.01,1000,l2,Test,0.14,0.14,0.15,0.14,0.14,0.14,0.15,0.14,0.15,0.14
0.01,1000,l1,Train,0.23,0.14,0.21,0.23,0.24,0.23,0.23,0.19,0.25,0.2
0.01,1000,l1,Test,0.23,0.14,0.21,0.23,0.25,0.24,0.23,0.19,0.24,0.21
0.01,1000,elasticnet,Train,0.14,0.14,0.14,0.18,0.14,0.15,0.14,0.15,0.14,0.17
0.01,1000,elasticnet,Test,0.15,0.14,0.14,0.19,0.14,0.15,0.14,0.15,0.14,0.17
