0.01,100,l1,Test,0.14,0.14,0.15,0.17,0.14,0.14,0.14,0.14,0.19,0.17
0.01,100,elasticnet,Train,0.15,0.15,0.19,0.16,0.17,0.14,0.14,0.14,0.16,0.15
0.01,100,elasticnet,Test,0.14,0.16,0.2,0.15,0.16,0.14,0.14,0.14,0.15,0.16
0.01,500,l2,Train,0.15,0.14,0.15,0.14,0.16,0.18,0.15,0.16,0.14,0.15
0.01,500,l2,Test,0.17,0.15,0.15,0.14,0.17,0.19,0.16,0.16,0.14,0.16
0.01,500,l1,Train,0.14,0.14,0.14,0.14,0.14,0.18,0.14,0.16,0.17,0.15
0.01,500,l1,Test,0.14,0.14,0.14,0.14,0.14,0.19,0.14,0.15,0.19,0.15
0.01,500,elasticnet,Train,0.14,0.15,0.19,0.14,0.17,0.15,0.14,0.16,0.19,0.15
0.01,500,elasticnet,Test,0.14,0.15,0.18,0.14,0.16,0.15,0.14,0.17,0.21,0.15
0.01,1000,l2,Train,0.17,0.14,0.14,0.14,0.17,0.14,0.19,0.16,0.18,0.15
0.01,1000,l2,Test,0.15,0.14,0.14,0.14,0.16,0.14,0.17,0.15,0.17,0.15
0.01,1000,l1,Train,0.19,0.14,0.14,0.14,0.14,0.14,0.14,0.14,0.14,0.14
0.01,1000,l1,Test,0.2,0.14,0.14,0.14,0.14,0.14,0.14,0.15,0.14,0.15
0.01,1000,elasticnet,Train,0.14,0.17,0.17,0.17,0.15,0.15,0.16,0.16,0.15,0.16
0.01,1000,elasticnet,Test,0.14,0.18,0.15,0.16,0.14,0.14,0.16,0.16,0.15,0.15
