0.0001,100,l2,Train,0.31,0.3,0.3,0.19,0.24,0.15,0.24,0.29,0.17,0.2
0.0001,100,l2,Test,0.23,0.24,0.22,0.16,0.18,0.14,0.18,0.24,0.17,0.18
0.0001,100,l1,Train,0.5,0.42,0.53,0.53,0.5,0.35,0.56,0.49,0.59,0.31
0.0001,100,l1,Test,0.28,0.23,0.24,0.29,0.25,0.19,0.27,0.22,0.29,0.2
0.0001,100,elasticnet,Train,0.22,0.2,0.24,0.25,0.27,0.21,0.2,0.21,0.2,0.3
0.0001,100,elasticnet,Test,0.17,0.19,0.19,0.19,0.2,0.17,0.15,0.17,0.18,0.23
0.0001,500,l2,Train,0.18,0.34,0.24,0.28,0.21,0.21,0.26,0.27,0.27,0.22
0.0001,500,l2,Test,0.17,0.3,0.18,0.21,0.17,0.16,0.19,0.22,0.19,0.21
0.0001,500,l1,Train,0.49,0.44,0.48,0.47,0.58,0.47,0.28,0.52,0.32,0.31
0.0001,500,l1,Test,0.23,0.23,0.21,0.29,0.24,0.25,0.21,0.27,0.21,0.19
0.0001,500,elasticnet,Train,0.17,0.21,0.3,0.29,0.3,0.31,0.22,0.23,0.17,0.24
0.0001,500,elasticnet,Test,0.15,0.18,0.23,0.21,0.21,0.24,0.21,0.17,0.16,0.23
0.0001,1000,l2,Train,0.19,0.26,0.23,0.2,0.26,0.31,0.26,0.17,0.23,0.15
0.0001,1000,l2,Test,0.18,0.16,0.21,0.17,0.2,0.23,0.16,0.14,0.2,0.15
0.0001,1000,l1,Train,0.46,0.34,0.41,0.38,0.45,0.54,0.31,0.44,0.32,0.47
0.0001,1000,l1,Test,0.23,0.18,0.23,0.18,0.22,0.27,0.17,0.24,0.2,0.27
0.0001,1000,elasticnet,Train,0.21,0.24,0.2,0.31,0.25,0.23,0.35,0.3,0.22,0.2
0.0001,1000,elasticnet,Test,0.18,0.22,0.19,0.18,0.17,0.15,0.23,0.22,0.17,0.2
0.001,100,l2,Train,0.2,0.21,0.18,0.15,0.17,0.14,0.15,0.15,0.16,0.14
0.001,100,l2,Test,0.18,0.23,0.18,0.15,0.16,0.14,0.13,0.14,0.16,0.14
0.001,100,l1,Train,0.21,0.3,0.33,0.23,0.23,0.23,0.28,0.23,0.29,0.22
0.001,100,l1,Test,0.17,0.22,0.23,0.19,0.18,0.16,0.17,0.19,0.19,0.19
0.001,100,elasticnet,Train,0.19,0.17,0.17,0.15,0.14,0.16,0.15,0.15,0.16,0.17
0.001,100,elasticnet,Test,0.19,0.17,0.16,0.14,0.14,0.15,0.16,0.15,0.16,0.16
0.001,500,l2,Train,0.15,0.14,0.14,0.14,0.19,0.15,0.23,0.18,0.15,0.15
0.001,500,l2,Test,0.14,0.14,0.14,0.14,0.16,0.16,0.2,0.16,0.14,0.15
