0.0001,100,l2,Train,0.28,0.33,0.34,0.25,0.28,0.32,0.26,0.36,0.21,0.38
0.0001,100,l2,Test,0.23,0.26,0.29,0.24,0.24,0.24,0.19,0.29,0.19,0.33
0.0001,100,l1,Train,0.41,0.43,0.41,0.32,0.31,0.28,0.31,0.31,0.28,0.25
0.0001,100,l1,Test,0.26,0.26,0.34,0.24,0.22,0.2,0.24,0.21,0.24,0.28
0.0001,100,elasticnet,Train,0.18,0.14,0.34,0.19,0.26,0.21,0.15,0.34,0.32,0.32
0.0001,100,elasticnet,Test,0.14,0.14,0.29,0.18,0.26,0.2,0.15,0.24,0.24,0.3
0.0001,500,l2,Train,0.36,0.16,0.34,0.21,0.21,0.38,0.18,0.23,0.14,0.15
0.0001,500,l2,Test,0.28,0.15,0.26,0.19,0.19,0.3,0.18,0.17,0.14,0.15
0.0001,500,l1,Train,0.47,0.4,0.25,0.29,0.23,0.28,0.25,0.44,0.36,0.27
0.0001,500,l1,Test,0.34,0.27,0.18,0.26,0.16,0.19,0.2,0.29,0.27,0.22
0.0001,500,elasticnet,Train,0.33,0.38,0.32,0.34,0.24,0.33,0.19,0.27,0.35,0.34
0.0001,500,elasticnet,Test,0.26,0.29,0.21,0.29,0.19,0.25,0.19,0.24,0.3,0.29
0.0001,1000,l2,Train,0.26,0.18,0.21,0.17,0.16,0.16,0.14,0.17,0.19,0.27
0.0001,1000,l2,Test,0.24,0.19,0.19,0.15,0.14,0.16,0.14,0.18,0.2,0.24
0.0001,1000,l1,Train,0.34,0.36,0.18,0.41,0.26,0.21,0.2,0.16,0.24,0.45
0.0001,1000,l1,Test,0.21,0.22,0.16,0.3,0.16,0.19,0.16,0.14,0.22,0.27
0.0001,1000,elasticnet,Train,0.19,0.21,0.18,0.17,0.38,0.22,0.28,0.26,0.24,0.3
0.0001,1000,elasticnet,Test,0.17,0.16,0.14,0.16,0.29,0.16,0.22,0.21,0.24,0.29
0.001,100,l2,Train,0.14,0.16,0.14,0.14,0.14,0.14,0.18,0.23,0.16,0.14
0.001,100,l2,Test,0.14,0.16,0.14,0.14,0.14,0.14,0.16,0.23,0.15,0.14
0.001,100,l1,Train,0.3,0.31,0.19,0.16,0.4,0.4,0.26,0.42,0.25,0.16
0.001,100,l1,Test,0.19,0.25,0.21,0.16,0.26,0.27,0.22,0.31,0.26,0.14
0.001,100,elasticnet,Train,0.15,0.17,0.18,0.14,0.2,0.14,0.15,0.14,0.27,0.16
0.001,100,elasticnet,Test,0.14,0.18,0.18,0.14,0.19,0.14,0.16,0.15,0.29,0.16
0.001,500,l2,Train,0.14,0.22,0.19,0.21,0.22,0.18,0.24,0.14,0.14,0.22
0.001,500,l2,Test,0.14,0.19,0.16,0.14,0.17,0.16,0.2,0.14,0.14,0.22
0.001,500,l1,Train,0.3,0.27,0.16,0.29,0.28,0.16,0.32,0.33,0.18,0.33
0.001,500,l1,Test,0.25,0.24,0.14,0.31,0.17,0.17,0.24,0.26,0.16,0.2
0.001,500,elasticnet,Train,0.25,0.2,0.14,0.15,0.15,0.14,0.14,0.2,0.24,0.15
0.001,500,elasticnet,Test,0.26,0.2,0.14,0.15,0.14,0.14,0.14,0.19,0.22,0.14
0.001,1000,l2,Train,0.2,0.21,0.14,0.18,0.18,0.22,0.14,0.23,0.22,0.18
0.001,1000,l2,Test,0.18,0.16,0.14,0.16,0.16,0.22,0.14,0.2,0.19,0.16
0.001,1000,l1,Train,0.27,0.28,0.27,0.26,0.21,0.2,0.36,0.26,0.28,0.29
0.001,1000,l1,Test,0.26,0.25,0.25,0.23,0.19,0.16,0.29,0.21,0.21,0.22
0.001,1000,elasticnet,Train,0.14,0.22,0.23,0.2,0.22,0.25,0.23,0.2,0.14,0.14
0.001,1000,elasticnet,Test,0.14,0.2,0.23,0.23,0.21,0.19,0.24,0.19,0.14,0.14
0.01,100,l2,Train,0.14,0.14,0.14,0.14,0.14,0.14,0.14,0.17,0.14,0.15
0.01,100,l2,Test,0.14,0.14,0.14,0.14,0.14,0.14,0.14,0.16,0.14,0.14
0.01,100,l1,Train,0.22,0.25,0.24,0.18,0.2,0.19,0.22,0.25,0.22,0.22
0.01,100,l1,Test,0.18,0.21,0.25,0.19,0.17,0.19,0.19,0.28,0.22,0.24
0.01,100,elasticnet,Train,0.14,0.14,0.14,0.14,0.14,0.17,0.14,0.14,0.14,0.14
0.01,100,elasticnet,Test,0.14,0.15,0.14,0.14,0.14,0.16,0.14,0.14,0.14,0.14
0.01,500,l2,Train,0.16,0.14,0.14,0.15,0.14,0.15,0.14,0.17,0.14,0.14
0.01,500,l2,Test,0.2,0.14,0.14,0.15,0.14,0.16,0.14,0.16,0.14,0.14
0.01,500,l1,Train,0.29,0.17,0.18,0.16,0.17,0.18,0.14,0.25,0.22,0.15
0.01,500,l1,Test,0.25,0.16,0.15,0.16,0.16,0.16,0.14,0.23,0.24,0.14
0.01,500,elasticnet,Train,0.14,0.19,0.14,0.14,0.14,0.15,0.17,0.14,0.14,0.14
0.01,500,elasticnet,Test,0.14,0.19,0.14,0.14,0.14,0.15,0.14,0.14,0.14,0.14
0.01,1000,l2,Train,0.14,0.14,0.15,0.14,0.14,0.15,0.14,0.14,0.16,0.17
0.01,1000,l2,Test,0.14,0.14,0.14,0.14,0.14,0.18,0.14,0.14,0.16,0.17
0.01,1000,l1,Train,0.18,0.2,0.3,0.15,0.22,0.27,0.29,0.22,0.21,0.19
0.01,1000,l1,Test,0.16,0.21,0.26,0.14,0.23,0.25,0.26,0.21,0.23,0.19
0.01,1000,elasticnet,Train,0.14,0.15,0.14,0.14,0.15,0.16,0.15,0.14,0.14,0.18
0.01,1000,elasticnet,Test,0.14,0.15,0.14,0.14,0.14,0.17,0.14,0.14,0.14,0.16
