1.0,scale,linear,Train,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
1.0,scale,linear,Test,0.33,0.31,0.24,0.25,0.24,0.37,0.26,0.25,0.27,0.32
1.0,scale,poly,Train,0.98,0.99,0.99,0.98,0.98,0.98,0.99,0.98,0.98,0.98
1.0,scale,poly,Test,0.3,0.35,0.25,0.26,0.33,0.34,0.29,0.31,0.3,0.3
1.0,scale,rbf,Train,0.7,0.69,0.71,0.7,0.7,0.69,0.71,0.7,0.69,0.69
1.0,scale,rbf,Test,0.35,0.35,0.28,0.24,0.29,0.34,0.3,0.28,0.32,0.3
1.0,scale,sigmoid,Train,0.11,0.11,0.11,0.12,0.11,0.13,0.13,0.12,0.12,0.12
1.0,scale,sigmoid,Test,0.1,0.09,0.17,0.13,0.14,0.1,0.17,0.12,0.12,0.13
1.0,auto,linear,Train,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
1.0,auto,linear,Test,0.33,0.31,0.24,0.25,0.24,0.37,0.26,0.25,0.27,0.32
1.0,auto,poly,Train,0.2,0.2,0.19,0.21,0.21,0.21,0.21,0.22,0.2,0.2
1.0,auto,poly,Test,0.19,0.18,0.2,0.19,0.18,0.19,0.2,0.19,0.19,0.22
1.0,auto,rbf,Train,0.28,0.29,0.29,0.29,0.29,0.29,0.29,0.29,0.28,0.29
1.0,auto,rbf,Test,0.26,0.26,0.21,0.21,0.2,0.26,0.2,0.23,0.21,0.25
1.0,auto,sigmoid,Train,0.25,0.24,0.23,0.24,0.25,0.23,0.25,0.23,0.25,0.23
1.0,auto,sigmoid,Test,0.21,0.23,0.2,0.19,0.18,0.25,0.19,0.22,0.2,0.22
2.0,scale,linear,Train,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
2.0,scale,linear,Test,0.33,0.3,0.25,0.25,0.24,0.36,0.25,0.25,0.27,0.31
2.0,scale,poly,Train,0.99,0.99,0.99,0.99,0.99,0.99,0.99,0.99,0.99,0.99
2.0,scale,poly,Test,0.29,0.34,0.25,0.27,0.31,0.35,0.27,0.33,0.3,0.29
2.0,scale,rbf,Train,0.89,0.89,0.89,0.88,0.88,0.88,0.89,0.89,0.89,0.88
2.0,scale,rbf,Test,0.39,0.37,0.29,0.28,0.29,0.39,0.3,0.29,0.33,0.34
2.0,scale,sigmoid,Train,0.11,0.13,0.12,0.11,0.12,0.11,0.13,0.13,0.13,0.11
2.0,scale,sigmoid,Test,0.14,0.11,0.1,0.14,0.1,0.09,0.12,0.11,0.12,0.1
2.0,auto,linear,Train,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
2.0,auto,linear,Test,0.33,0.3,0.25,0.25,0.24,0.36,0.25,0.25,0.27,0.31
2.0,auto,poly,Train,0.22,0.22,0.21,0.22,0.22,0.23,0.22,0.23,0.21,0.21
2.0,auto,poly,Test,0.18,0.18,0.21,0.18,0.19,0.2,0.2,0.2,0.2,0.22
2.0,auto,rbf,Train,0.33,0.33,0.33,0.34,0.34,0.33,0.33,0.33,0.34,0.33
2.0,auto,rbf,Test,0.32,0.29,0.23,0.23,0.22,0.29,0.22,0.26,0.25,0.27
2.0,auto,sigmoid,Train,0.27,0.28,0.28,0.28,0.28,0.27,0.28,0.28,0.28,0.28
2.0,auto,sigmoid,Test,0.26,0.26,0.22,0.21,0.2,0.28,0.2,0.21,0.21,0.23
4.0,scale,linear,Train,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
4.0,scale,linear,Test,0.33,0.3,0.25,0.25,0.24,0.36,0.25,0.25,0.27,0.31
4.0,scale,poly,Train,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
4.0,scale,poly,Test,0.28,0.33,0.27,0.25,0.29,0.35,0.27,0.31,0.31,0.28
4.0,scale,rbf,Train,0.98,0.98,0.98,0.98,0.98,0.98,0.98,0.98,0.98,0.98
4.0,scale,rbf,Test,0.39,0.4,0.24,0.29,0.3,0.4,0.31,0.28,0.37,0.35
4.0,scale,sigmoid,Train,0.15,0.14,0.12,0.13,0.17,0.15,0.13,0.12,0.13,0.13
4.0,scale,sigmoid,Test,0.2,0.14,0.12,0.14,0.14,0.13,0.18,0.11,0.16,0.12
4.0,auto,linear,Train,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
4.0,auto,linear,Test,0.33,0.3,0.25,0.25,0.24,0.36,0.25,0.25,0.27,0.31
4.0,auto,poly,Train,0.23,0.24,0.24,0.24,0.25,0.24,0.24,0.25,0.24,0.24
4.0,auto,poly,Test,0.2,0.19,0.19,0.19,0.18,0.25,0.2,0.21,0.22,0.22
4.0,auto,rbf,Train,0.38,0.39,0.4,0.4,0.4,0.39,0.4,0.39,0.39,0.39
4.0,auto,rbf,Test,0.35,0.3,0.25,0.23,0.21,0.3,0.3,0.3,0.29,0.3
