1.0,scale,linear,Train,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
1.0,scale,linear,Test,0.29,0.27,0.26,0.24,0.25,0.24,0.24,0.27,0.37,0.25
1.0,scale,poly,Train,0.99,0.99,0.99,0.99,0.98,0.99,0.99,0.99,0.99,0.99
1.0,scale,poly,Test,0.33,0.3,0.32,0.25,0.24,0.36,0.34,0.25,0.36,0.29
1.0,scale,rbf,Train,0.7,0.72,0.72,0.72,0.73,0.71,0.71,0.72,0.72,0.71
1.0,scale,rbf,Test,0.37,0.34,0.29,0.24,0.26,0.29,0.26,0.27,0.34,0.28
1.0,scale,sigmoid,Train,0.12,0.11,0.12,0.12,0.11,0.12,0.11,0.12,0.12,0.13
1.0,scale,sigmoid,Test,0.14,0.14,0.12,0.16,0.16,0.11,0.14,0.12,0.1,0.08
1.0,auto,linear,Train,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
1.0,auto,linear,Test,0.29,0.27,0.26,0.24,0.25,0.24,0.24,0.27,0.37,0.25
1.0,auto,poly,Train,0.19,0.19,0.18,0.19,0.19,0.19,0.2,0.19,0.19,0.2
1.0,auto,poly,Test,0.18,0.21,0.19,0.19,0.14,0.18,0.14,0.16,0.2,0.16
1.0,auto,rbf,Train,0.27,0.27,0.28,0.28,0.28,0.28,0.28,0.27,0.28,0.27
1.0,auto,rbf,Test,0.23,0.22,0.21,0.18,0.19,0.23,0.14,0.24,0.23,0.24
1.0,auto,sigmoid,Train,0.23,0.23,0.23,0.23,0.23,0.23,0.23,0.23,0.23,0.23
1.0,auto,sigmoid,Test,0.22,0.2,0.21,0.19,0.18,0.26,0.16,0.21,0.2,0.21
2.0,scale,linear,Train,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
2.0,scale,linear,Test,0.29,0.27,0.26,0.24,0.25,0.24,0.24,0.27,0.37,0.25
2.0,scale,poly,Train,0.99,0.99,0.99,0.99,0.99,0.99,0.99,0.99,0.99,0.99
2.0,scale,poly,Test,0.34,0.29,0.32,0.27,0.26,0.35,0.31,0.26,0.36,0.3
2.0,scale,rbf,Train,0.9,0.9,0.91,0.91,0.91,0.9,0.9,0.91,0.9,0.91
2.0,scale,rbf,Test,0.41,0.36,0.33,0.24,0.29,0.33,0.29,0.27,0.38,0.32
2.0,scale,sigmoid,Train,0.13,0.12,0.12,0.12,0.12,0.12,0.13,0.12,0.12,0.12
2.0,scale,sigmoid,Test,0.07,0.16,0.1,0.12,0.12,0.13,0.11,0.12,0.09,0.18
2.0,auto,linear,Train,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
2.0,auto,linear,Test,0.29,0.27,0.26,0.24,0.25,0.24,0.24,0.27,0.37,0.25
2.0,auto,poly,Train,0.21,0.21,0.2,0.2,0.21,0.2,0.2,0.21,0.21,0.21
2.0,auto,poly,Test,0.19,0.2,0.17,0.21,0.16,0.19,0.17,0.19,0.24,0.17
2.0,auto,rbf,Train,0.32,0.33,0.34,0.35,0.33,0.33,0.33,0.34,0.32,0.33
2.0,auto,rbf,Test,0.24,0.29,0.26,0.21,0.26,0.24,0.19,0.25,0.24,0.23
2.0,auto,sigmoid,Train,0.27,0.27,0.27,0.27,0.26,0.27,0.27,0.28,0.27,0.27
2.0,auto,sigmoid,Test,0.21,0.24,0.22,0.21,0.24,0.23,0.14,0.23,0.24,0.21
4.0,scale,linear,Train,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
4.0,scale,linear,Test,0.29,0.27,0.26,0.24,0.25,0.24,0.24,0.27,0.37,0.25
4.0,scale,poly,Train,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
4.0,scale,poly,Test,0.31,0.29,0.29,0.26,0.27,0.35,0.3,0.26,0.34,0.33
4.0,scale,rbf,Train,0.99,0.99,0.99,0.99,0.98,0.99,0.99,0.99,0.99,0.99
4.0,scale,rbf,Test,0.37,0.36,0.32,0.24,0.27,0.34,0.33,0.27,0.36,0.32
4.0,scale,sigmoid,Train,0.12,0.12,0.13,0.12,0.12,0.12,0.11,0.12,0.13,0.12
4.0,scale,sigmoid,Test,0.07,0.16,0.08,0.12,0.15,0.12,0.14,0.11,0.13,0.16
4.0,auto,linear,Train,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
4.0,auto,linear,Test,0.29,0.27,0.26,0.24,0.25,0.24,0.24,0.27,0.37,0.25
4.0,auto,poly,Train,0.23,0.24,0.23,0.22,0.23,0.22,0.23,0.22,0.22,0.23
4.0,auto,poly,Test,0.19,0.21,0.17,0.21,0.16,0.17,0.16,0.2,0.26,0.17
4.0,auto,rbf,Train,0.39,0.39,0.38,0.4,0.4,0.4,0.39,0.4,0.39,0.4
4.0,auto,rbf,Test,0.27,0.32,0.28,0.21,0.24,0.23,0.23,0.26,0.32,0.23
4.0,auto,sigmoid,Train,0.31,0.32,0.32,0.33,0.32,0.33,0.32,0.33,0.31,0.33
4.0,auto,sigmoid,Test,0.24,0.29,0.25,0.24,0.24,0.26,0.19,0.23,0.28,0.23
8.0,scale,linear,Train,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
8.0,scale,linear,Test,0.29,0.27,0.26,0.24,0.25,0.24,0.24,0.27,0.37,0.25
8.0,scale,poly,Train,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
8.0,scale,poly,Test,0.31,0.25,0.3,0.26,0.29,0.31,0.29,0.26,0.31,0.31
8.0,scale,rbf,Train,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
8.0,scale,rbf,Test,0.36,0.36,0.34,0.24,0.26,0.31,0.31,0.27,0.34,0.33
8.0,scale,sigmoid,Train,0.13,0.12,0.12,0.15,0.11,0.14,0.13,0.12,0.15,0.12
8.0,scale,sigmoid,Test,0.1,0.16,0.09,0.15,0.14,0.14,0.09,0.11,0.18,0.08
