1.0,scale,linear,Train,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
1.0,scale,linear,Test,0.33,0.34,0.39,0.37,0.33,0.31,0.24,0.3,0.31,0.29
1.0,scale,poly,Train,0.41,0.41,0.43,0.42,0.42,0.42,0.42,0.43,0.42,0.43
1.0,scale,poly,Test,0.36,0.31,0.36,0.34,0.27,0.26,0.29,0.34,0.31,0.29
1.0,scale,rbf,Train,0.37,0.39,0.36,0.37,0.37,0.36,0.37,0.37,0.37,0.37
1.0,scale,rbf,Test,0.3,0.37,0.29,0.34,0.24,0.27,0.27,0.31,0.31,0.34
1.0,scale,sigmoid,Train,0.16,0.18,0.16,0.17,0.16,0.16,0.17,0.15,0.15,0.17
1.0,scale,sigmoid,Test,0.21,0.11,0.16,0.13,0.17,0.19,0.14,0.16,0.13,0.11
1.0,auto,linear,Train,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
1.0,auto,linear,Test,0.33,0.34,0.39,0.37,0.33,0.31,0.24,0.3,0.31,0.29
1.0,auto,poly,Train,0.47,0.51,0.51,0.49,0.51,0.49,0.51,0.5,0.5,0.5
1.0,auto,poly,Test,0.34,0.3,0.4,0.36,0.3,0.34,0.3,0.37,0.37,0.27
1.0,auto,rbf,Train,0.38,0.41,0.38,0.39,0.39,0.39,0.38,0.38,0.38,0.38
1.0,auto,rbf,Test,0.29,0.3,0.3,0.34,0.23,0.24,0.26,0.34,0.33,0.34
1.0,auto,sigmoid,Train,0.13,0.14,0.14,0.14,0.14,0.13,0.14,0.13,0.13,0.14
1.0,auto,sigmoid,Test,0.17,0.09,0.11,0.1,0.11,0.16,0.13,0.13,0.13,0.1
2.0,scale,linear,Train,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
2.0,scale,linear,Test,0.33,0.34,0.39,0.37,0.33,0.31,0.24,0.3,0.31,0.29
2.0,scale,poly,Train,0.47,0.48,0.5,0.48,0.48,0.48,0.48,0.48,0.48,0.49
2.0,scale,poly,Test,0.36,0.3,0.39,0.33,0.29,0.31,0.3,0.37,0.36,0.27
2.0,scale,rbf,Train,0.42,0.42,0.41,0.41,0.42,0.42,0.42,0.4,0.42,0.41
2.0,scale,rbf,Test,0.33,0.3,0.36,0.37,0.27,0.26,0.3,0.36,0.37,0.33
2.0,scale,sigmoid,Train,0.16,0.17,0.16,0.16,0.15,0.14,0.16,0.16,0.15,0.16
2.0,scale,sigmoid,Test,0.2,0.1,0.16,0.1,0.16,0.17,0.13,0.13,0.11,0.1
2.0,auto,linear,Train,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
2.0,auto,linear,Test,0.33,0.34,0.39,0.37,0.33,0.31,0.24,0.3,0.31,0.29
2.0,auto,poly,Train,0.56,0.59,0.59,0.61,0.59,0.6,0.6,0.6,0.58,0.59
2.0,auto,poly,Test,0.39,0.39,0.37,0.34,0.3,0.36,0.33,0.39,0.39,0.33
2.0,auto,rbf,Train,0.44,0.45,0.42,0.43,0.45,0.43,0.45,0.43,0.43,0.44
2.0,auto,rbf,Test,0.3,0.29,0.37,0.37,0.26,0.27,0.3,0.36,0.37,0.3
2.0,auto,sigmoid,Train,0.12,0.16,0.14,0.16,0.15,0.14,0.13,0.13,0.15,0.14
2.0,auto,sigmoid,Test,0.2,0.1,0.19,0.07,0.11,0.17,0.13,0.11,0.1,0.09
4.0,scale,linear,Train,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
4.0,scale,linear,Test,0.33,0.34,0.39,0.37,0.33,0.31,0.24,0.3,0.31,0.29
