10,auto,rbf,Train,0.58,0.56,0.57,0.56,0.57,0.57,0.57,0.57,0.57,0.57
10,auto,rbf,Test,0.39,0.44,0.37,0.43,0.41,0.36,0.34,0.41,0.42,0.41
