1.0,scale,linear,Train,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
1.0,scale,linear,Test,0.26,0.26,0.34,0.14,0.29,0.23,0.23,0.17,0.2,0.26
1.0,scale,poly,Train,0.99,0.99,0.99,1.0,1.0,1.0,0.99,0.99,0.99,1.0
1.0,scale,poly,Test,0.31,0.26,0.31,0.2,0.2,0.23,0.31,0.23,0.26,0.23
1.0,scale,rbf,Train,0.79,0.78,0.8,0.82,0.8,0.81,0.81,0.81,0.81,0.81
1.0,scale,rbf,Test,0.2,0.31,0.31,0.23,0.29,0.23,0.26,0.34,0.31,0.14
1.0,scale,sigmoid,Train,0.13,0.14,0.14,0.15,0.14,0.15,0.15,0.1,0.14,0.14
1.0,scale,sigmoid,Test,0.17,0.14,0.11,0.11,0.11,0.06,0.11,0.09,0.11,0.11
1.0,auto,linear,Train,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
1.0,auto,linear,Test,0.26,0.26,0.34,0.14,0.29,0.23,0.23,0.17,0.2,0.26
1.0,auto,poly,Train,0.21,0.22,0.21,0.2,0.23,0.2,0.26,0.2,0.22,0.22
1.0,auto,poly,Test,0.17,0.2,0.11,0.17,0.14,0.14,0.17,0.17,0.14,0.14
1.0,auto,rbf,Train,0.29,0.3,0.29,0.3,0.3,0.3,0.28,0.29,0.32,0.29
1.0,auto,rbf,Test,0.11,0.26,0.23,0.26,0.14,0.06,0.2,0.34,0.17,0.09
1.0,auto,sigmoid,Train,0.24,0.29,0.26,0.28,0.24,0.26,0.26,0.25,0.26,0.25
1.0,auto,sigmoid,Test,0.14,0.2,0.11,0.17,0.14,0.06,0.17,0.34,0.26,0.17
2.0,scale,linear,Train,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
2.0,scale,linear,Test,0.26,0.26,0.34,0.14,0.29,0.23,0.26,0.17,0.2,0.26
2.0,scale,poly,Train,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
2.0,scale,poly,Test,0.31,0.26,0.34,0.17,0.23,0.2,0.29,0.17,0.26,0.23
2.0,scale,rbf,Train,0.96,0.94,0.95,0.94,0.96,0.95,0.96,0.97,0.95,0.95
2.0,scale,rbf,Test,0.17,0.31,0.26,0.23,0.29,0.2,0.31,0.34,0.26,0.2
2.0,scale,sigmoid,Train,0.13,0.12,0.15,0.14,0.13,0.14,0.14,0.1,0.13,0.13
2.0,scale,sigmoid,Test,0.17,0.14,0.11,0.11,0.11,0.06,0.11,0.09,0.11,0.14
2.0,auto,linear,Train,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
2.0,auto,linear,Test,0.26,0.26,0.34,0.14,0.29,0.23,0.26,0.17,0.2,0.26
2.0,auto,poly,Train,0.21,0.22,0.22,0.2,0.24,0.22,0.26,0.21,0.22,0.22
